Id,Prediction
414,0.999535
415,0.971136
416,0.138850
417,0.999883
418,0.957932
419,0.886381
420,0.021481
421,0.973778
422,0.017565
423,0.105074
424,0.999398
425,0.998984
426,0.999839
427,0.835044
428,0.151855
429,0.999937
430,0.999890
431,0.999921
432,0.927322
433,0.958133
434,1.000000
435,0.999951
436,0.966465
437,0.999956
438,0.992074
439,0.974432
440,0.994830
441,0.471020
442,0.952134
443,0.145065
444,0.326236
445,0.999525
446,0.972154
447,0.999997
448,0.018122
449,0.999963
450,0.998951
451,0.997833
452,0.893004
453,0.999953
454,0.990553
455,0.997122
456,0.930098
457,0.999463
458,0.909279
459,0.984670
460,0.801219
461,0.029484
462,0.194762
463,0.118016
464,0.957254
465,0.986067
466,0.909829
467,0.856982
468,0.115922
469,0.823673
470,0.297769
471,1.000000
472,0.153586
473,0.214437
474,0.995191
475,0.874436
476,0.494196
477,0.462263
478,0.000310
479,0.999863
480,0.922550
481,0.994566
482,0.970698
483,0.998789
484,0.997075
485,0.925161
486,0.999807
487,0.999983
488,0.000000
489,0.991456
490,0.068611
491,0.460649
492,0.973543
493,0.999156
494,0.951122
495,0.382366
496,0.768246
497,1
498,0.721633
499,0.999783
500,0.989977
501,0.997805
502,0.997964
503,0.163601
504,0.810950
505,0.438370
506,0.959529
507,0.401443
508,1.000000
509,0.992271
510,0.999808
511,0.999989
512,0.999134
513,0.905602
514,0.992917
515,0.999928
516,0.350990
517,0.998876
518,0.543831
519,0.740153
520,0.999182
521,0.159186
522,0.999998
523,0.767538
524,0.983584
525,0.844319
526,0.999875
527,0.032189
528,0.584305
529,0.895884
530,0.996917
531,0.060685
532,0.000432
533,1
534,0.159184
535,0.994593
536,0.101566
537,0.420271
538,0.995770
539,0.968913
540,0.985300
541,0.999034
542,0.033823
543,0.032894
544,0.998686
545,0.999687
546,0.402689
547,0.967997
548,0.700288
549,0.038882
550,0.999987
551,0.058030
552,0.950735
553,0.849101
554,0.897181
555,0.751506
556,0.155154
557,0.039929
558,0.958726
559,0.999800
560,0.999996
561,0.999327
562,0.999821
563,0.031726
564,0.439436
565,0.991735
566,0.999998
567,0.105465
568,0.524846
569,0.005802
570,0.952746
571,0.016750
572,0.993959
573,0.999893
574,0.169688
575,0.999882
576,0.077168
577,0.986577
578,0.999956
579,0.998169
580,0.311561
581,0.928889
582,0.925828
583,0.919611
584,0.258305
585,0.999996
586,0.987137
587,0.999976
588,0.999812
589,0.963730
590,0.998755
591,0.625696
592,1.000000
593,0.703151
594,0.013815
595,0.841713
596,0.002831
597,1.000000
598,0.831232
599,0.999633
600,0.997350
601,0.995128
602,0.838530
603,0.360719
604,0.005443
605,0.166937
606,0.918111
607,0.999875
608,0.996440
609,0.863513
610,0.985466
611,0.972781
612,0.915503
613,0.814318
614,0.999437
615,0.994586
616,1
617,0.546458
618,0.002471
619,0.966996
620,0.815164
621,0.892461
622,0.928911
623,0.802352
624,0.042058
625,0.756165
626,0.999970
627,0.022651
628,0.002365
629,0.028385
630,0.035860
631,0.985366
632,0.011107
633,0.648198
634,0.136321
635,0.012175
636,0.999643
637,0.143152
638,0.857888
639,0.445197
640,0.972733
641,0.496428
642,0.999742
643,0.691599
644,0.000000
645,0.999991
646,0.535652
647,0.819953
648,0.462345
649,0.999951
650,0.998531
651,0.986669
652,0.983213
653,0.998956
654,0.824953
655,0.131156
656,0.720911
657,0.999211
658,0.958612
659,0.962963
660,0.999887
661,0.995072
662,0.507192
663,0.999992
664,0.223388
665,0.999673
666,0.779790
667,0.198507
668,0.999663
669,0.989582
670,0.521975
671,0.997150
672,0.918736
673,0.914254
674,0.999989
675,0.999271
676,0.078975
677,0.753748
678,0.023396
679,0.996347
680,0.999871
681,0.003646
682,0.795478
683,0.999646
684,0.999652
685,0.933543
686,0.999523
687,0.987861
688,0.895856
689,0.038555
690,0.999838
691,0.704671
692,0.054470
693,0.890833
694,0.999338
695,0.843401
696,0.000352
697,0.389907
698,0.879757
699,0.999831
700,0.999906
701,0.052612
702,0.999912
703,0.997375
704,0.000000
705,0.930694
706,0.999981
707,0.465543
708,0.979452
709,0.571701
710,0.955564
711,0.095556
712,0.992682
713,0.946178
714,0.867947
715,0.990829
716,0.999998
717,0.957735
718,0.198348
719,0.999006
720,0.999999
721,0.800110
722,0.057386
723,0.006899
724,0.972156
725,0.771944
726,0.223706
727,0.031519
728,0.945989
729,0.994941
730,0.046205
731,0.188348
732,0.188097
733,0.757578
734,0.999946
735,0.701067
736,0.799488
737,0.709046
738,0.934613
739,0.955134
740,0.999986
741,0.999629
742,0.999977
743,0.039466
744,0.933154
745,0.999710
746,0.482443
747,0.010557
748,0.989285
749,0.054212
750,1
751,0.949502
752,0.997538
753,0.939017
754,1
755,0.999997
756,0.999723
757,0.748916
758,0.329644
759,0.265970
760,0.794456
761,0.098508
762,0.727540
763,0.999935
764,0.149681
765,0.973062
766,0.998667
767,0.039929
768,0.310593
769,0.999623
770,0.909800
771,0.930766
772,0.895692
773,0.000000
774,0.999490
775,0.061507
776,0.999977
777,0.955739
778,0.216656
779,0.971481
780,0.999623
781,0.070319
782,0.982972
783,0.998046
784,0.999901
785,0.445224
786,0.913984
787,0.112623
788,0.999898
789,0.000024
790,0.321921
791,0.491585
792,0.999737
793,0.999697
794,1
795,0.996471
796,0.880098
797,0.939503
798,0.903413
799,0.083590
800,0.985511
801,0.068305
802,0.990324
803,0.071338
804,0.000000
805,0.997416
806,0.329266
807,0.845935
808,0.998741
809,0.996627
810,0.967909
811,0.999556
812,0.198080
813,0.922114
814,0.997947
815,0.103685
816,0.939448
817,0.998492
818,0.606008
819,0.994113
820,0.714948
821,0.990638
822,1.000000
823,0.870531
824,0.784469
825,1.000000
826,0.839834
827,0.995693
828,0.701067
829,0.999726
830,0.510525
831,0.997046
832,0.999998
833,0.054488
834,0.186313
835,0.999998
836,0.946472
837,0.146950
838,0.987555
839,0.999646
840,0.977532
841,0.029325
842,0.992979
843,0.001358
844,0.999619
845,0.864501
846,0.917984
847,0.000000
848,0.670959
849,0.042398
850,0.339165
851,0.983420
852,0.999931
853,0.994850
854,0.924793
855,0.999999
856,0.022723
857,0.995321
858,0.999369
859,0.999963
860,0.999930
861,0.154858
862,0.137265
863,1
864,0.498610
865,0.001064
866,0.959387
867,0.781958
868,0.956235
869,0.734644
870,0.750899
871,0.042111
872,0.000000
873,0.996151
874,0.997967
875,0.613259
876,0.997947
877,0.998919
878,0.999892
879,0.730301
880,0.997505
881,0.122330
882,0.522676
883,0.449817
884,0.960831
885,0.902935
886,0.805279
887,0.999846
888,0.999742
889,0.999738
890,0.785047
891,0.999019
892,0.992784
893,0.915216
894,0.016318
895,0.384693
896,0.972530
897,0.999894
898,0.958954
899,0.000000
900,0.410575
901,0.242323
902,0.996613
903,0.979696
904,0.999982
905,0.913133
906,0.964157
907,0.530945
908,0.998871
909,0.845346
910,0.875860
911,0.995062
912,0.130974
913,0.042626
914,0.997394
915,0.059001
916,0.056149
917,0.344588
918,0.000002
919,0.904872
920,0.999939
921,0.999910
922,0.018457
923,0.031278
924,0.877727
925,0.160429
926,0.996187
927,0.999879
928,0.825642
929,0.985064
930,0.999642
931,0.831232
932,0.999958
933,0.000000
934,0.959264
935,0.307270
936,0.013158
937,0.999964
938,0.000018
939,0.869195
940,0.995671
941,0.876335
942,0.999989
943,0.981946
944,0.999515
945,0.996860
946,0.961685
947,0.845825
948,0.999806
949,0.981275
950,0.803421
951,0.096701
952,0.172219
953,0.997957
954,0.999482
955,0.999950
956,0.587980
957,0.999374
958,0.999995
959,0.993696
960,0.991853
961,0.035074
962,0.123684
963,0.526646
964,0.998856
965,0.999012
966,0.986788
967,0.999995
968,0.999581
969,0.140673
970,0.046798
971,0.822007
972,0.999961
973,0.035278
974,0.447993
975,0.380306
976,0.943368
977,0.193006
978,0.083223
979,0.999239
980,0.999337
981,0.999807
982,0.114169
983,0.025029
984,0.910587
985,0.999962
986,0.002608
987,0.993140
988,0.966883
989,0.102343
990,0.999938
991,0.011219
992,0.998388
993,0.817785
994,0.000985
995,1
996,0.100492
997,0.442039
998,0.584068
999,0.996774
1000,1
1001,0.999538
1002,1
1003,0.978955
1004,0.850705
1005,0.998628
1006,0.786054
1007,0.336360
1008,0.953392
1009,0.434015
1010,1.000000
1011,0.999993
1012,0.001972
1013,0.982134
1014,0.995412
1015,0.997175
1016,0.999857
1017,0.939495
1018,0.997729
1019,0.985767
1020,0.999706
1021,0.978492
1022,0.999403
1023,0.997714
1024,0.658581
1025,0.282642
1026,0.000179
1027,0.036766
1028,0.329715
1029,0.999996
1030,0.000000
1031,0.963724
1032,0.937902
1033,0.000000
1034,0.188922
1035,0.121136
1036,0.999999
1037,0.999626
1038,0.998700
1039,0.001688
1040,0.998537
1041,0.313347
1042,0.872655
1043,0.315640
1044,0.278482
1045,0.037417
1046,0.168217
1047,0.606008
1048,0.545667
1049,0.935520
1050,0.990985
1051,0.346714
1052,0.991456
1053,0.808494
1054,0.999988
1055,0.714319
1056,0.038571
1057,0.410352
1058,0.452288
1059,0.999204
1060,0.999881
1061,0.075099
1062,0.003510
1063,0.995331
1064,0.999992
1065,0.997931
1066,0.998293
1067,0.904282
1068,0.129411
1069,0.170975
1070,0.079876
1071,0.227233
1072,0.990479
1073,0.217462
1074,0.997429
1075,0.999132
1076,0.000006
1077,0.975110
1078,0.102769
1079,0.951337
1080,0.899848
1081,0.978845
1082,0.970451
1083,0.855770
1084,1
1085,0.999982
1086,0.027101
1087,0.846925
1088,0.999164
1089,0.991661
1090,0.999079
1091,0.093036
1092,0.137685
1093,0.472377
1094,0.999533
1095,0.000066
1096,0.999509
1097,0.274830
1098,0.994051
1099,0.999577
1100,0.965813
1101,0.858768
1102,0.988464
1103,0.340035
1104,0.996066
1105,0.999550
1106,0.028066
1107,0.999911
1108,0.003782
1109,1
1110,0.999999
1111,0.999926
1112,0.999752
1113,0.584715
1114,0.962963
1115,1
1116,0.294581
1117,0.999602
1118,0.998898
1119,0.999389
1120,0.007119
1121,0.999465
1122,0.918164
1123,0.985371
1124,0.999762
1125,0.001203
1126,0.999926
1127,0.999704
1128,0.999283
1129,0.837383
1130,1.000000
1131,0.836750
1132,0.000000
1133,1.000000
1134,0.999822
1135,0.908073
1136,0.999802
1137,0.993228
1138,0.996335
1139,0.981957
1140,0.999124
1141,0.977365
1142,0.993208
1143,0.954359
1144,0.683193
1145,1
1146,0.999950
1147,0.998975
1148,0.009365
1149,0.549843
1150,0.000581
1151,0.991874
1152,0.120487
1153,0.849426
1154,0.095008
1155,0.249272
1156,0.863960
1157,0.990461
1158,0.999468
1159,0.011827
1160,0.877943
1161,0.999901
1162,0.999817
1163,0.999821
1164,0.999361
1165,0.955079
1166,0.998506
1167,0.369486
1168,0.006293
1169,0.062431
1170,0.168237
1171,0.992143
1172,0.021805
1173,1
1174,0.014779
1175,0.860603
1176,0.973564
1177,0.893217
1178,1
1179,0.906936
1180,0.898361
1181,0.371007
1182,0.964918
1183,0.509921
1184,0.206758
1185,0.043987
1186,0.588101
1187,0.780728
1188,1.000000
1189,0.130388
1190,0.780522
1191,0.029523
1192,0.998431
1193,0.977502
1194,0.110580
1195,0.996572
1196,0.998173
1197,0.544067
1198,0.956061
1199,0.234478
1200,0.998363
1201,0.999809
1202,0.999962
1203,0.251403
1204,0.852274
1205,0.944372
1206,0.999842
1207,1
1208,0.006779
1209,0.999774
1210,0.996053
1211,0.920208
1212,0.930120
1213,0.999650
1214,0.956495
1215,0.999981
1216,0.103358
1217,0.040768
1218,0.998290
1219,0.929675
1220,0.997097
1221,0.961188
1222,0.532923
1223,0.230399
1224,0.154925
1225,0.993307
1226,0.999997
1227,0.974424
1228,0.481706
1229,0.992584
1230,0.000000
1231,0.000000
1232,0.999770
1233,0.089022
1234,0.999048
1235,0.999487
1236,0.049774
1237,0.948062
1238,0.979417
1239,0.999982
1240,0.772916
1241,0.038879
1242,0.045250
1243,0.950915
1244,1.000000
1245,0.999929
1246,0.845346
1247,0.998659
1248,0.015675
1249,0.998868
1250,0.860603
1251,0.999667
1252,0.796056
1253,0.000907
1254,0.040751
1255,0.999106
1256,0.999851
1257,0.135289
1258,0.999972
1259,0.443686
1260,0.999772
1261,0.999042
1262,0.034693
1263,0.001357
1264,0.999966
1265,0.080017
1266,0.130627
1267,0.998966
1268,0.999918
1269,0.816843
1270,0.370256
1271,0.876253
1272,0.150743
1273,0.787743
1274,0.996625
1275,0.978636
1276,0.999525
1277,0.978636
1278,0.030317
1279,0.078744
1280,0.999993
1281,0.999964
1282,0.033409
1283,0.998638
1284,0.675069
1285,0.999314
1286,0.891981
1287,0.994830
1288,0.999600
1289,0.998324
1290,0.098377
1291,0.016047
1292,0.992653
1293,0.999980
1294,0.283109
1295,0.010413
1296,0.486672
1297,0.013903
1298,0.999389
1299,0.996054
1300,0.000000
1301,0.999993
1302,0.100905
1303,0.999074
1304,0.789682
1305,1
1306,0.309555
1307,0.992981
1308,0.280034
1309,0.045576
1310,0.842435
1311,1
1312,0.997604
1313,0.237483
1314,0.993948
1315,0.999891
1316,0.999924
1317,0.013671
1318,0.999416
1319,0.102172
1320,0.953071
1321,0.989014
1322,0.908073
1323,0.784250
1324,0.999786
1325,0.988451
1326,0.273379
1327,0.959319
1328,0.816375
1329,0.999793
1330,0.998838
1331,0.999999
1332,0.446651
1333,0.999964
1334,0.905351
1335,0.998711
1336,0.818256
1337,0.992332
1338,0.995286
1339,0.994392
1340,0.996446
1341,0.997583
1342,0.999937
1343,0.978134
1344,0.998662
1345,0.997470
1346,0.128250
1347,0.999646
1348,0.094345
1349,0.447959
1350,0.435013
1351,0.861580
1352,0.999988
1353,0.990729
1354,0.995611
1355,0.303856
1356,0.556221
1357,0.326236
1358,0.996614
1359,0.978152
1360,0.015695
1361,0.065564
1362,0.999998
1363,0.997570
1364,0.822647
1365,0.816579
1366,0.802216
1367,0.924530
1368,0.992671
1369,0.999583
1370,0.954562
1371,0.000775
1372,0.983280
1373,0.999572
1374,0.868644
1375,0.998457
1376,0.976485
1377,0.240734
1378,0.992598
1379,0.954293
1380,0.929768
1381,0.782982
1382,0.019244
1383,0.261338
1384,0.556581
1385,1
1386,0.095519
1387,0.792646
1388,0.997693
1389,0.231707
1390,0.958101
1391,0.988314
1392,0.991564
1393,0.023513
1394,0.032879
1395,0.111637
1396,0.975741
1397,0.999997
1398,0.024869
1399,0.999958
1400,0.423383
1401,0.485689
1402,0.972334
1403,0.983662
1404,0.994521
1405,0.156077
1406,0.974289
1407,0.707931
1408,0.996642
1409,0.972435
1410,0.909570
1411,0.858039
1412,0.994894
1413,0.987645
1414,0.123951
1415,0.131975
1416,0.999971
1417,0.893535
1418,0.447177
1419,0.003375
1420,0.135292
1421,0.999885
1422,0.000000
1423,0.870232
1424,0.999996
1425,0.999847
1426,0.120910
1427,0.998911
1428,0.998045
1429,0.101526
1430,0.999880
1431,0.997115
1432,0.086385
1433,0.998582
1434,0.680025
1435,0.999975
1436,0.999102
1437,0.969557
1438,0.842280
1439,0.933499
1440,0.999902
1441,0.553923
1442,0.106051
1443,0.175028
1444,0.999952
1445,0.935706
1446,0.210456
1447,0.160394
1448,0.999588
1449,0.986994
1450,0.309127
1451,0.726050
1452,0.995595
1453,0.109144
1454,0.745321
1455,0.108238
1456,0.370205
1457,0.902568
1458,0.899332
1459,0.815955
1460,0.954112
1461,0.894120
1462,0.315827
1463,0.999688
1464,0.024477
1465,0.863279
1466,0.863513
1467,0.958966
1468,0.996133
1469,0.998627
1470,0.999993
1471,0.990803
1472,0.070146
1473,0.999776
1474,0.963681
1475,0.150182
1476,0.458923
1477,0.940272
1478,0.777604
1479,0.999950
1480,0.999022
1481,0.830079
1482,0.030938
1483,0.998740
1484,0.999999
1485,0.786854
1486,0.006234
1487,0.957137
1488,0.979091
1489,0.943800
1490,0.000000
1491,0.998694
1492,0.795026
1493,0.994653
1494,0.119778
1495,0.040298
1496,0.999999
1497,0.927533
1498,0.999955
1499,0.111219
1500,0.999230
1501,0.943064
1502,0.999071
1503,0.924793
1504,0.963311
1505,0.952538
1506,0.071339
1507,0.999462
1508,0.039963
1509,0.090859
1510,0.991199
1511,0.991028
1512,0.995038
1513,0.605179
1514,0.192472
1515,0.417999
1516,0.997956
1517,0.998505
1518,0.999210
1519,0.945989
1520,0.996845
1521,0.999986
1522,0.015354
1523,0.845296
1524,0.961427
1525,0.984045
1526,0.893257
1527,0.240160
1528,0.999034
1529,0.445305
1530,0.945639
1531,0.999345
1532,0.477560
1533,0.002484
1534,1.000000
1535,0.997315
1536,0.782919
1537,0.832671
1538,0.999626
1539,0.312392
1540,0.863585
1541,0.923003
1542,0.999764
1543,0.999938
1544,0.779409
1545,0.969611
1546,0.990928
1547,0.000084
1548,0.998728
1549,0.996664
1550,0.086972
1551,0.943416
1552,0.679886
1553,0.993152
1554,0.000016
1555,0.998726
1556,0.011612
1557,0.652636
1558,0.999495
1559,0.939017
1560,0.999244
1561,0.999997
1562,0.999973
1563,0.490234
1564,0.057529
1565,1.000000
1566,0.286918
1567,0.999371
1568,0.228254
1569,0.938286
1570,0.999963
1571,0.999835
1572,0.842112
1573,0.617691
1574,0.999895
1575,0.986553
1576,0.791167
1577,0.136615
1578,0.921701
1579,0.999982
1580,0.973762
1581,0.999869
1582,0.999956
1583,0.446571
1584,0.200753
1585,0.999538
1586,0.128629
1587,0.448248
1588,0.969347
1589,0.821954
1590,0.929192
1591,0.999255
1592,0.999676
1593,0.853254
1594,0.912749
1595,0.958954
1596,0.998736
1597,0.153289
1598,0.446299
1599,0.003820
1600,0.974695
1601,0.998372
1602,0.840497
1603,0.999969
1604,0.960766
1605,0.046994
1606,0.825081
1607,0.238031
1608,0.398448
1609,0.999979
1610,0.966714
1611,0.931817
1612,0.741990
1613,0.399814
1614,0.999852
1615,0.999938
1616,0.987972
1617,0.842280
1618,0.159603
1619,0.087394
1620,0.163755
1621,0.990987
1622,0.944544
1623,0.999916
1624,0.283620
1625,1
1626,0.999851
1627,0.958652
1628,0.999954
1629,0.864501
1630,0.307011
1631,0.606972
1632,0.989961
1633,0.178863
1634,0.032968
1635,0.998261
1636,0.995199
1637,0.496616
1638,0.999203
1639,0.950915
1640,0.012830
1641,0.992796
1642,0.634658
1643,0.005320
1644,0.998091
1645,0.997092
1646,0.819810
1647,0.250280
1648,0.034569
1649,0.957392
1650,0.012965
1651,0.995993
1652,0.999990
1653,0.389164
1654,0.985064
1655,0.849101
1656,0.253139
1657,0.125699
1658,0.997473
1659,0.795026
1660,0.756165
1661,0.821265
1662,0.918592
1663,0.066523
1664,0.998617
1665,0.018088
1666,0.999481
1667,0.999965
1668,0.010792
1669,0.014797
1670,0.988388
1671,0.970797
1672,0.874269
1673,0.999924
1674,1
1675,0.986205
1676,0.042105
1677,0.034674
1678,0.840408
1679,0.999982
1680,0.995179
1681,0.015479
1682,0.988566
1683,0.999920
1684,0.904592
1685,0.999573
1686,0.201553
1687,0.240484
1688,0.174350
1689,0.920104
1690,0.133435
1691,0.082864
1692,0.999730
1693,0.994473
1694,0.062842
1695,0.999816
1696,0.062263
1697,0.992735
1698,0.985681
1699,0.944240
1700,0.151669
1701,0.055198
1702,0.994596
1703,0.999743
1704,0.999896
1705,0.661764
1706,0.997112
1707,0.691462
1708,0.127448
1709,0.991729
1710,0.999878
1711,0.982650
1712,0.830584
1713,0.991621
1714,0.999004
1715,0.999484
1716,0.958244
1717,0.007265
1718,0.628083
1719,0.998364
1720,0.997504
1721,0.896665
1722,0.999279
1723,0.910960
1724,0.988691
1725,0.999968
1726,1.000000
1727,0.243209
1728,0.170272
1729,0.998948
1730,0.103270
1731,0.777227
1732,0.999498
1733,0.514679
1734,0.965977
1735,0.724513
1736,0.994266
1737,0.999695
1738,0.545191
1739,0.009788
1740,0.999978
1741,0.297769
1742,0.169926
1743,0.112044
1744,0.647178
1745,0.907816
1746,0.235313
1747,0.016115
1748,0.991198
1749,0.091492
1750,0.997882
1751,0.990928
1752,0.999535
1753,0.532675
1754,0.987335
1755,0.988826
1756,0.086097
1757,0.046837
1758,0.157255
1759,0.854382
1760,0.981782
1761,0.753748
1762,0.999414
1763,0.012327
1764,0.890787
1765,0.956202
1766,0.999626
1767,0.353866
1768,0.972504
1769,0.945639
1770,0.833968
1771,0.999077
1772,0.921286
1773,0.141325
1774,0.771988
1775,0.502627
1776,0.067348
1777,0.110667
1778,0.999984
1779,0.067751
1780,0.685168
1781,0.999385
1782,0.018308
1783,0.035853
1784,0.834761
1785,0.852806
1786,0.999987
1787,0.014539
1788,0.999996
1789,0.995186
1790,0.922408
1791,0.779919
1792,0.985001
1793,0.999686
1794,0.723412
1795,0.039453
1796,0.999882
1797,0.996863
1798,0.999988
1799,0.450583
1800,0.000052
1801,0.256862
1802,0.999789
1803,0.994499
1804,0.999882
1805,0.998715
1806,0.118442
1807,0.985195
1808,0.750328
1809,0.999761
1810,0.997374
1811,0.905067
1812,0.507954
1813,0.999906
1814,0.999942
1815,0.247744
1816,0.190440
1817,0.870252
1818,0.152806
1819,0.168237
1820,0.956114
1821,0.999057
1822,0.790860
1823,0.914596
1824,0.544067
1825,0.991829
1826,0.825293
1827,0.806921
